State_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Population_Size,Stroke,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,CHD
19,Marshall,Iowa,IA,39418,56,28.7,81.5,27.9,25.4,25.9,6.9,225.5
19,Mills,Iowa,IA,15284,45.6,22.5,75.6,22.6,26.2,29.5,6,247
19,Muscatine,Iowa,IA,42756,70.2,26.7,82.9,25.6,23.2,22.8,5.7,186.3
19,O'Brien,Iowa,IA,14414,51.3,24.1,82.8,25.7,25.8,23.3,3.7,178
19,Page,Iowa,IA,16253,60.4,27.8,79.8,24.5,30.5,28.3,5.1,202.3
19,Plymouth,Iowa,IA,24958,57,21.6,85.4,20.3,21.1,21.2,7.5,212.2
19,Polk,Iowa,IA,401006,51.3,21.3,82.8,22.8,21.8,24,6.5,198.3
19,Pottawattamie,Iowa,IA,89738,61,26.3,82.5,26.8,28,28,8.3,231.2
19,Poweshiek,Iowa,IA,18925,77.6,23.5,79.4,26,33.8,23,7.3,188.2
19,Sac,Iowa,IA,10621,72.2,28,81.2,23.8,26.1,22,4.9,193.7
19,Scott,Iowa,IA,160998,71,20.1,81.3,20.5,23.7,23.7,6.9,153.8
19,Sioux,Iowa,IA,32277,47.3,21.5,83.5,17.6,16.5,15.8,4.3,128.6
19,Tama,Iowa,IA,17919,52.1,22.8,80.1,25.6,23.9,23.3,5.2,198.1
19,Taylor,Iowa,IA,6614,51,29,85.8,27.3,26.2,26.2,10.6,192.8
19,Wapello,Iowa,IA,35965,54.9,27.6,79.8,24.8,27.2,23.9,6.2,211.2
19,Warren,Iowa,IA,42981,71.8,21.1,81.7,26,26.8,20.4,6.1,182.3
19,Washington,Iowa,IA,21457,47.7,22.4,82.7,25.3,23.4,21.8,4.2,183.7
19,Webster,Iowa,IA,39003,56.8,28.2,83,26,31.5,24.4,9.8,222.3
19,Winnebago,Iowa,IA,11351,70.7,18.2,76.4,25.6,23.8,15.7,7.7,194.7
19,Winneshiek,Iowa,IA,21234,51.1,29.3,78.3,19.5,19.2,13.4,4.6,149.8
19,Woodbury,Iowa,IA,102605,55.8,26.1,82.9,23,23.9,28.6,4.6,172.4
19,Wright,Iowa,IA,13647,56.7,29,81.2,19.3,25.2,25.7,6.4,163
20,Barton,Kansas,KS,28105,56.2,26.5,80.8,27,31.4,22.9,8.2,146.6
20,Butler,Kansas,KS,62354,82.9,22.8,81.3,25.7,21.1,21.7,6.7,145.4
20,Cowley,Kansas,KS,35298,61.7,32.8,82.6,29.2,30.4,23.4,8.4,157.1
20,Crawford,Kansas,KS,38222,71.9,23.8,81.2,23.6,24.1,24.8,7,246.2
20,Dickinson,Kansas,KS,19209,69.7,29.2,78.4,27,28.9,23.8,5.8,198.9
20,Finney,Kansas,KS,38988,50.8,36.3,84,23.1,25.1,20.8,5.5,175.6
20,Ford,Kansas,KS,33751,81.4,27.9,83,24.9,23,18.2,5.9,170.5
20,Franklin,Kansas,KS,26247,83,28.4,82.1,27.2,35,23.5,5.5,154.3
20,Geary,Kansas,KS,24585,78.2,17.6,80.8,16.7,20.7,24.8,6.5,161.4
20,Jefferson,Kansas,KS,19106,46.6,26.3,83.5,25.1,21.9,22.6,6.1,153.7
20,Johnson,Kansas,KS,506562,55,16.7,79.4,17.4,18.9,16.6,4.8,101.6
20,Leavenworth,Kansas,KS,73113,58.5,21.5,78.8,20.8,24.2,21.6,5.8,183.7
20,Lyon,Kansas,KS,35609,47.8,27.2,79.4,24.4,18.5,19.6,7,136.2
20,McPherson,Kansas,KS,29523,80.9,24.6,77.8,23.4,30.2,13.5,6.1,150.6
20,Miami,Kansas,KS,30496,43.5,25.2,76.1,27.3,21.5,21.6,6.9,213.5
20,Montgomery,Kansas,KS,34570,58.7,30.5,80.8,28,29.3,27.1,9.1,171.4
20,Neosho,Kansas,KS,16529,64.8,32.7,81.9,24.7,28.9,19.2,9.4,177.2
20,Pottawatomie,Kansas,KS,19129,82.5,22.9,73.2,19.5,19.3,19.3,5,162.8
20,Reno,Kansas,KS,63558,67.5,25,79.6,25.2,24.1,22.7,6.4,125.6
20,Saline,Kansas,KS,53919,65.7,23,75.8,21.7,21.5,23.9,4.9,160.9
20,Sedgwick,Kansas,KS,466061,58.7,24.6,79.9,24.5,24,22.9,6.8,142.2
20,Seward,Kansas,KS,23274,46.4,30.7,83.3,21.2,23.2,20.2,7,197.4
20,Shawnee,Kansas,KS,172365,60.1,25.5,80.9,26,24,19.6,6.7,170
20,Sumner,Kansas,KS,24797,66.6,26.4,78.1,29.7,27.3,19.5,8.6,173.7
20,Wyandotte,Kansas,KS,155750,70.8,37.3,83.1,27.4,26.5,28.2,7.7,148.6
21,Barren,Kentucky,KY,40073,61.7,34.3,78.5,25.5,29.8,30.1,7.5,197.8
21,Boone,Kentucky,KY,106272,66.7,21.9,81.3,25,25.1,21,5.2,179
21,Calloway,Kentucky,KY,35122,54.4,26.4,78.6,18.1,28.4,27.9,6.5,198.2
21,Campbell,Kentucky,KY,87251,73,27.8,85.6,23.9,22,25.6,6.9,187
21,Daviess,Kentucky,KY,93060,67.6,30.1,78.5,22.6,28.9,29.8,7.5,162.7
21,Fayette,Kentucky,KY,268080,58.5,23.8,75.9,20.8,22.3,23,5.9,180
21,Fleming,Kentucky,KY,14610,69.9,37.1,83.7,28.3,28.1,32.2,7.2,225.6
21,Franklin,Kentucky,KY,48207,68.3,27.8,76.9,23.4,25.9,24,7.5,187.5
21,Graves,Kentucky,KY,37625,64.6,33.1,78.8,25.1,30.5,32.6,8.5,209.1
21,Hardin,Kentucky,KY,96947,63,28.6,78.7,24.6,28.2,29.9,7.8,146.8
21,Henderson,Kentucky,KY,45573,75.1,31.3,79.6,22.3,28.4,32.6,5.8,224.6
21,Hopkins,Kentucky,KY,46705,75.4,32.7,83.4,30.5,29.7,30.6,8,225
21,Jefferson,Kentucky,KY,699827,61.5,26.8,81,25.5,26.4,26.7,7.6,168.5
21,Kenton,Kentucky,KY,153665,55.9,24,79.9,23.6,27.8,32.7,7.3,164.3
21,McCracken,Kentucky,KY,64698,66.5,33.8,79.2,25.7,34.5,25.9,9.6,244
21,Madison,Kentucky,KY,77749,63.1,28.7,82,23.6,25.9,28.9,4.7,121.4
21,Marshall,Kentucky,KY,30967,80.1,26.4,74.6,22.6,31.9,26.1,6.4,191.8
21,Mason,Kentucky,KY,17140,81.2,37.5,79.4,21.1,31.6,30.1,7.6,265
21,Montgomery,Kentucky,KY,24256,60.5,38.3,82.9,30.1,30.3,32.4,9.8,223.4
21,Nelson,Kentucky,KY,41088,76.4,30,82.6,26,27,30.1,6.2,163.7
21,Pulaski,Kentucky,KY,59200,54.7,32.3,80.7,24.1,32,30.1,8.9,182.2
21,Rowan,Kentucky,KY,22226,82.2,29.7,79.5,25.1,25.7,27,6.5,177.1
21,Taylor,Kentucky,KY,23754,72.4,37.3,80,18.8,33.2,32.4,6.8,198.3
21,Warren,Kentucky,KY,98960,76.7,28,75,22.6,23.5,27.1,7.7,179.5
21,Wayne,Kentucky,KY,20352,45,36.4,83.1,28.3,31.4,33.3,8.6,244.9
21,Webster,Kentucky,KY,14161,64.1,32.1,82,31.6,19.7,24.6,6.6,215.2
22,Ascension,Louisiana,LA,90501,62.1,28.6,81.1,20.3,22.7,25.2,8.7,232.9
22,Beauregard,Louisiana,LA,34562,84.7,35.5,79.9,26.2,35,25.8,10.1,212.9
22,Bossier,Louisiana,LA,105541,58,28.9,82.7,21.5,28.9,27.8,7.6,209.8
22,Caddo,Louisiana,LA,251309,62.4,31.5,81,27,32.1,21.9,7.7,196.1
22,Calcasieu,Louisiana,LA,185419,61.6,32.1,79.4,26.4,27,25.5,7.2,240.7
22,East Baton Rouge,Louisiana,LA,411417,54.7,27.7,82.5,22.8,27.2,20.4,6.1,192.6
22,Iberia,Louisiana,LA,74388,53.3,32.7,85.4,27.6,31.8,25.1,11.2,196.8
22,Jefferson,Louisiana,LA,452824,61.5,30.5,82.2,24.8,28.1,21.1,7.4,177
22,Lafayette,Louisiana,LA,197390,59.2,25.6,82.3,21.8,24.4,23.4,7,168.9
22,Lafourche,Louisiana,LA,92179,55.7,38.1,84.8,28,32.9,26.3,9.2,185.2
22,Livingston,Louisiana,LA,109206,60.1,32.9,82.7,25.1,30,31.1,7.7,117.1
22,Natchitoches,Louisiana,LA,38541,72.3,34.8,82.7,28,28.1,21,8.9,211.2
22,Orleans,Louisiana,LA,454863,70.1,32.1,80,25.6,29.6,21.5,9.1,174.2
22,Ouachita,Louisiana,LA,148237,58.2,35.7,83.2,25.8,24,25.6,6.5,105.8
22,Rapides,Louisiana,LA,128462,76.1,33.2,84.8,24.5,30.5,26.3,7.8,210.9
22,St. Charles,Louisiana,LA,50633,59.7,28.3,81.7,32.6,26.7,21.2,9.3,219.9
22,St. John the Baptist,Louisiana,LA,46393,76.6,34.9,78.7,24.6,34.2,23.5,10,197.2
22,St. Mary,Louisiana,LA,51416,67.8,34.1,80.1,30.7,33.5,27.6,8.2,199.7
22,St. Tammany,Louisiana,LA,220295,58.9,23.2,81.8,22.7,22.7,24.2,7,156
22,Tangipahoa,Louisiana,LA,106502,77.1,33.1,84.3,28.5,24.7,24,7.8,257.6
22,Vermilion,Louisiana,LA,55195,59.4,35.4,83.5,25.5,27.1,23.2,11,217.3
22,Vernon,Louisiana,LA,48745,47.4,27.3,79.2,23,23.9,32.1,5.1,193
23,Androscoggin,Maine,ME,108039,53.2,25.8,75.2,24.6,25.1,24.7,6.7,150.6
23,Aroostook,Maine,ME,73240,57.8,30.4,74.3,25.4,24.6,24.3,10,209.3
23,Cumberland,Maine,ME,274950,46.5,17,68.6,16.6,20.3,18.9,5.6,120.7
23,Franklin,Maine,ME,29704,62.1,18.6,68.9,22,24.6,20.1,9.3,136.9
23,Hancock,Maine,ME,53660,59.9,21.3,68.5,17.7,25.1,22.5,5.8,179.1
23,Kennebec,Maine,ME,120986,54.5,22.8,76,24.7,23.4,21.9,7.1,150.9
23,Knox,Maine,ME,41219,59.8,20.7,68.9,21,21,19.3,6.8,169.5
23,Oxford,Maine,ME,56628,53.6,26.3,71.9,23,24.3,27,7.4,154.6
23,Penobscot,Maine,ME,147068,64,23.7,76.9,22.6,23.5,24.5,8.5,164.4
23,Piscataquis,Maine,ME,17674,49,24,71.1,24.2,23.4,28.1,7.2,195.7
23,Sagadahoc,Maine,ME,36962,63.2,19.4,74.8,19.9,23.1,18.8,5.6,146.1
23,Somerset,Maine,ME,51667,54.5,30.7,76.7,23.2,29.8,26.5,9.8,184.9
23,Waldo,Maine,ME,38705,62.7,23.7,73.4,25.9,24.2,22.4,7,186.1
23,Washington,Maine,ME,33448,68.8,32.9,72.5,25,32.4,27.5,6.6,191.7
23,York,Maine,ME,202315,49.7,22.3,71.4,20.7,24.2,21.8,6.9,148.3
24,Allegany,Maryland,MD,73639,61.5,28.2,75.2,25.2,32.9,25.3,8.8,236.3
24,Anne Arundel,Maryland,MD,510878,59.8,20.1,71.5,23.3,28.2,22.4,7.5,182.5
24,Baltimore,Maryland,MD,786113,61.4,23.4,72,20.8,26.2,22.2,6.5,180.5
24,Calvert,Maryland,MD,87925,61.4,20.4,70.3,22.4,27.1,20.2,5.7,188.1
24,Caroline,Maryland,MD,31822,66.5,34.1,78.7,27.3,32.6,26.6,8.8,182.4
24,Carroll,Maryland,MD,168541,55.4,20.6,70.6,19.3,27.4,20.8,5.8,188.6
24,Cecil,Maryland,MD,97796,46.7,27,73.4,25.8,26,27.2,6.4,228.9
24,Charles,Maryland,MD,138822,50.4,22.4,75.2,26.5,23.8,21.1,4.9,203.8
24,Dorchester,Maryland,MD,31401,50.3,31.3,70.5,26.4,29,25.1,9.7,241.1
24,Frederick,Maryland,MD,220701,67.7,20.9,70.9,21.4,21.3,20,6,197.9
24,Garrett,Maryland,MD,29909,57.8,28.6,74.3,25.6,25.9,18.4,8.6,224.7
24,Harford,Maryland,MD,239259,60.1,22.2,72.5,22.3,25.6,20.4,7.2,211
24,Howard,Maryland,MD,269457,56.5,15.5,73.5,16.4,19.8,13.7,4.5,139.6
24,Prince George's,Maryland,MD,846123,56,24.6,72.1,25.5,26.2,17.8,8.3,217.8
24,Queen Anne's,Maryland,MD,45612,62.1,25.1,74.1,21.9,30.1,19.4,6.7,156.8
24,St. Mary's,Maryland,MD,96518,57.9,21.8,73,25.6,25.1,21.1,6.1,208
24,Talbot,Maryland,MD,35683,73,22.2,73.5,20,30.1,18,9,157.5
24,Washington,Maryland,MD,141895,52.9,27.2,73,22.4,29.4,23.3,7.4,207.3
24,Wicomico,Maryland,MD,90402,50.4,25,70.2,25,28.4,24,8.3,235.6
24,Baltimore City,Maryland,MD,635815,67.6,28.6,72.9,28,29.5,27.8,9.6,254.5
25,Berkshire,Massachusetts,MA,131868,46.4,21.4,68.8,19.8,23.3,21.8,6.8,136.1
25,Bristol,Massachusetts,MA,546331,48.9,26.6,76.4,23.2,27.7,24,7,179.5
25,Essex,Massachusetts,MA,738301,49,23.9,70.2,18.7,23.8,18.7,6.1,141.9
25,Franklin,Massachusetts,MA,72334,63.7,19.8,69.9,22.8,29.4,21.6,5.4,132.7
25,Hampden,Massachusetts,MA,461591,45.2,27.2,72.9,21.7,25.9,22,8.1,145.3
25,Middlesex,Massachusetts,MA,1459011,47.9,18.7,69.3,15.5,21.7,15.1,5.2,129
25,Norfolk,Massachusetts,MA,653595,41,18.6,70.1,15.4,23.8,15.9,5,123.5
25,Plymouth,Massachusetts,MA,492409,46.4,21.6,73,20.1,25.8,21.6,7.1,150
25,Suffolk,Massachusetts,MA,654428,44.5,26.4,72.8,17.8,20.6,19.8,5.6,139.8
25,Worcester,Massachusetts,MA,783262,52.5,23.8,71.5,21.9,24.4,21,6.3,140.4
26,Allegan,Michigan,MI,113174,54.6,19.9,82.5,22.5,23.5,27.7,6.7,172.3
26,Barry,Michigan,MI,59892,63.6,20.1,81.4,23.4,30.1,25.6,9,157.8
26,Bay,Michigan,MI,109029,41.1,23.3,80.9,27.1,32.6,19.9,9.2,218.2
26,Berrien,Michigan,MI,162611,78.8,24,76.7,24.6,36,24.5,6,165.1
26,Calhoun,Michigan,MI,139191,68,25.6,76.7,27.8,32.5,30.6,10,204.4
26,Clinton,Michigan,MI,69329,86.6,21.7,78.5,25.8,26.5,19.2,7.8,148.6
26,Eaton,Michigan,MI,107394,50.1,18.8,77.6,25.3,28.5,26.4,5.7,156.9
26,Genesee,Michigan,MI,443883,76.3,25,78.8,26.6,27.8,26.1,8.7,220.8
26,Grand Traverse,Michigan,MI,83971,45.1,17.1,79.5,21.7,20.9,27.5,4.5,140.8
26,Gratiot,Michigan,MI,42345,81.5,20.7,81.5,28.8,23.9,29.8,9.6,236.4
26,Ingham,Michigan,MI,278592,58.7,21.3,77,23.7,24,23.2,6.9,145.7
26,Ionia,Michigan,MI,64608,60.9,24.6,82,23.8,22.8,28.2,9,167.2
26,Jackson,Michigan,MI,163629,61.4,20,76.7,26.5,30.1,24.1,9.3,178.7
26,Kalamazoo,Michigan,MI,240536,58.4,18.7,74.3,20.8,23.6,17.9,6,143.5
26,Kent,Michigan,MI,596666,51.6,19.1,78.6,21.5,23.9,21.8,6.6,162.5
26,Lapeer,Michigan,MI,93361,62,25.1,77.7,24.6,18.3,28.8,7.2,221.4
26,Lenawee,Michigan,MI,102033,66.9,25.7,78.8,26.1,30,20.8,9,190.1
26,Macomb,Michigan,MI,829453,51.6,23.3,79.9,23.3,26.4,24.7,7.1,215.2
26,Marquette,Michigan,MI,64760,67.4,21,69.7,22,25.1,18,7.4,222.9
26,Midland,Michigan,MI,84064,55.8,17,73.7,23.1,22.3,20.7,8.7,182.9
26,Monroe,Michigan,MI,153935,56.3,21.8,84,26,30.7,24.4,7.1,211.5
26,Muskegon,Michigan,MI,175554,55.2,25.4,79.3,24.9,24.6,30.7,8.7,203
26,Oakland,Michigan,MI,1214361,50.4,18.5,75.4,21.3,26.5,18.9,7,183.9
26,Ottawa,Michigan,MI,255406,45.4,16.5,78,19.5,26.7,17.9,5.6,124.2
26,Saginaw,Michigan,MI,208356,56.2,25.7,81.3,31.8,30.2,21.9,9.5,183
26,St. Clair,Michigan,MI,171426,46.2,20.9,79.4,25.2,30.8,31.1,7.3,215.1
26,Shiawassee,Michigan,MI,72945,64,26.5,83.8,25.8,26.3,24.2,7.4,187
26,Van Buren,Michigan,MI,78812,56,25.7,79.5,23.8,26.5,23.3,6.4,180.7
26,Washtenaw,Michigan,MI,341847,57.6,16.4,69.7,20.3,19.6,14.8,5.4,151.3
26,Wayne,Michigan,MI,1998217,54.2,27.9,78.4,29.2,30.3,26.3,9.8,265.8
27,Anoka,Minnesota,MN,323996,45.3,17,79.5,24.6,20.2,23.9,5.7,102.4
27,Blue Earth,Minnesota,MN,58030,55.4,15.4,78.5,23.2,24.2,21.2,5.5,127
27,Cass,Minnesota,MN,28910,47.3,18.8,75.2,26.8,34.2,22.2,7.6,143.8
27,Chisago,Minnesota,MN,49400,55.6,17.3,85.3,24.6,22.6,26.3,5.2,119.7
27,Clay,Minnesota,MN,53838,51.2,20.5,81.6,22.5,21.2,20.6,3.9,134.8
27,Crow Wing,Minnesota,MN,59917,48.3,22.7,79.8,23.4,34.6,21.6,7.2,124.7
27,Dakota,Minnesota,MN,383592,51.9,14.5,77.1,21,19.6,17.9,5,98.5
27,Douglas,Minnesota,MN,35138,49.9,17.2,76.8,20.9,22.2,18.3,7.3,135.8
27,Freeborn,Minnesota,MN,31946,61.7,21.3,81.7,24.1,29.6,25.7,6.9,138.8
27,Goodhue,Minnesota,MN,45585,50.9,14.2,73.4,20.6,25.8,26.3,3.4,118.7
27,Kandiyohi,Minnesota,MN,41199,50.6,17.5,80.3,25.2,27.9,23.3,6.6,111.8
27,McLeod,Minnesota,MN,36636,68.5,16.4,77.3,25.4,25.9,18.2,6.3,112.5
27,Morrison,Minnesota,MN,32788,51.2,20.1,72,24.2,22.7,23.8,7,129.5
27,Mower,Minnesota,MN,38799,45.9,14.7,72.7,25.8,31.3,18.7,5.9,106.7
27,Olmsted,Minnesota,MN,135189,37.7,14.1,70,21.9,21.4,14.6,3.5,109.3
27,Otter Tail,Minnesota,MN,57658,55.6,23.9,85.9,23.5,31.4,19.8,5.5,129.5
27,Ramsey,Minnesota,MN,494920,51.2,17.6,73.6,21.3,21.2,20.6,4.7,92
27,Rice,Minnesota,MN,60949,52.3,15.4,75.7,24.6,27.4,23.9,5.2,118.1
27,St. Louis,Minnesota,MN,197179,55.6,16.9,76.4,18.5,24.2,21.5,6,127.5
27,Scott,Minnesota,MN,119825,72,13.9,77.5,21,17,16.1,3.5,123.5
27,Sherburne,Minnesota,MN,81752,58.6,20.4,76,24.1,19.6,17.3,6.2,130.3
27,Stearns,Minnesota,MN,142654,42.1,16.1,77.1,18.9,18.9,18.5,3.9,95.7
27,Steele,Minnesota,MN,35755,52.3,21.7,74.4,16.3,20.5,17.2,4.8,129.9
27,Washington,Minnesota,MN,220426,54.5,15.1,73.9,20.2,22.2,20.2,4.6,97.8
27,Winona,Minnesota,MN,49276,47.4,21.4,72.8,21.5,25.9,17.4,4.6,150.9
28,DeSoto,Mississippi,MS,137004,61,29.6,85.4,24.6,26.6,26.2,8,216.3
28,Forrest,Mississippi,MS,75095,76.5,31.1,82.1,28.1,29.6,22.2,6.6,224.4
28,Hancock,Mississippi,MS,46711,62,31.4,81.1,25.1,31.6,30.3,9.8,209.6
28,Hinds,Mississippi,MS,249345,61.2,31.9,81.5,26.1,29.7,21.6,9.2,194.3
28,Jackson,Mississippi,MS,135940,82.6,28.1,75.9,26.1,30.4,28.2,9.6,187.8
28,Jones,Mississippi,MS,66160,59.7,34.2,84.4,29.9,34.7,23,9.4,203.8
28,Lafayette,Mississippi,MS,40842,54.3,20.4,82.3,22.3,24.2,21.9,6.8,176.6
28,Lamar,Mississippi,MS,44616,85.1,26,79.7,29.2,25.4,27.1,7.2,208.1
28,Lauderdale,Mississippi,MS,77218,60.1,27,78.6,26.5,33.4,24.5,8,240.3
28,Lee,Mississippi,MS,78793,85.3,33.1,77.5,25.5,35.7,19.7,9.8,135.8
28,Lowndes,Mississippi,MS,59895,59.6,30.4,80.6,24.3,28.2,23,10.6,93.8
28,Neshoba,Mississippi,MS,29905,74.3,36.8,81.9,26.8,30.7,26.2,8.6,216.8
28,Oktibbeha,Mississippi,MS,41247,68.7,24.4,82,21.9,21.3,20,6,116.1
28,Pearl River,Mississippi,MS,52659,56.5,29.7,83.2,28.1,29.7,31,9.1,201.2
28,Rankin,Mississippi,MS,131841,42.2,30.2,82.9,26.9,28.9,24.2,6.8,257.3
28,Simpson,Mississippi,MS,27944,81.2,32.7,84.4,27.6,32,24.7,11.1,231.1
29,Adair,Missouri,MO,24509,58.6,23.8,80.6,20.5,21.3,18.2,6.2,137.6
29,Andrew,Missouri,MO,16899,72.5,28.8,80.5,26,31.8,19.3,9.1,168.2
29,Boone,Missouri,MO,143326,63,21.7,78.1,19.8,18.6,25.4,3.7,139.2
29,Buchanan,Missouri,MO,84904,71,28.9,79.9,25.2,26.7,31.7,7.6,192.2
29,Callaway,Missouri,MO,42541,68.7,29.7,82,26.8,17.5,30.7,7.2,171.7
29,Camden,Missouri,MO,39432,50.9,26.8,75.3,24.4,24.9,27.1,6.6,187
29,Cape Girardeau,Missouri,MO,71161,64.3,25.7,80.9,24.5,26.9,20.1,8.1,235.2
29,Cass,Missouri,MO,94232,64.1,29.8,80.9,28.9,30.2,25.7,6,171.8
29,Christian,Missouri,MO,67266,75.1,23.5,76.3,21,19.6,23.9,4,156.8
29,Clay,Missouri,MO,202078,54.6,22.3,78.9,24.2,21.7,25.1,4.9,146.5
29,Cole,Missouri,MO,72757,54.2,19.1,80.2,20.9,24.6,22.5,5.9,161.1
29,Franklin,Missouri,MO,99090,72.1,26.7,72.7,25.6,24.3,29.9,5.6,235
29,Greene,Missouri,MO,250784,67.3,22.5,80.2,22.3,26.3,26.2,7,156
29,Howell,Missouri,MO,38400,86.2,31,82.5,21.2,34.5,22.5,7.5,235.3
29,Jackson,Missouri,MO,662959,57.7,24.7,78.9,24.6,25.8,25.8,7.8,168.1
29,Jasper,Missouri,MO,110624,64,29.9,85,25.2,24.1,27.1,8.1,258
29,Jefferson,Missouri,MO,213669,69.7,26.1,78.7,19.9,24,31.1,5.6,239.4
29,Johnson,Missouri,MO,50784,54.1,24.6,82.6,23.8,24.8,24.5,7,229.6
29,Laclede,Missouri,MO,34492,73.1,37.9,84.4,25.8,24.1,33.7,7.6,244.3
29,Macon,Missouri,MO,15600,53.1,27.5,75.6,25.8,25.5,23.4,8,215.1
29,Marion,Missouri,MO,28375,52.9,29.5,80.1,24.9,30.8,26.6,8,153.9
29,Newton,Missouri,MO,55554,67.2,25,81.4,26.5,21.4,24.2,6.1,209.2
29,Nodaway,Missouri,MO,21710,74.2,25.6,83,25.9,35,18,6.8,190.8
29,Pettis,Missouri,MO,40121,62.8,24.4,85.3,20.3,22.8,28.4,4.5,162.7
29,Phelps,Missouri,MO,42125,79.2,29.3,74.6,22,31.6,26.9,7.4,208.5
29,Platte,Missouri,MO,82085,48.2,22.2,78.9,24.5,17.7,20.6,5.6,161.6
29,St. Charles,Missouri,MO,329940,51,19.5,75.7,20.9,23.2,21,5.7,169.5
29,St. Louis,Missouri,MO,1004666,57.5,19.6,79.2,20.6,26.1,19.6,5.3,216
29,Scott,Missouri,MO,41143,74.1,37.2,83.8,27.8,26.4,29.6,6.8,199.9
29,Stoddard,Missouri,MO,29714,87.7,36,83.2,29.4,29.8,30,7.8,194.9
29,St. Louis City,Missouri,MO,344362,68.4,28.5,78.8,29.7,30.3,27,10.2,264.9
30,Big Horn,Montana,MT,13149,63.9,29.9,80.4,32.6,24.7,30.7,9.4,129.8
30,Blaine,Montana,MT,6629,66.2,27.5,80.5,26.5,28.6,33.7,8,161.3
30,Carbon,Montana,MT,9902,58.2,21.2,75.4,17.2,26.1,20.2,3.6,110.5
30,Cascade,Montana,MT,79569,53.8,20.9,77.8,21.9,29.6,18.5,6.5,112.5
30,Custer,Montana,MT,11267,56.7,24.9,74.3,18.9,26.1,22.2,5.8,156.8
30,Dawson,Montana,MT,8688,46.8,26.9,80.4,22.8,29,21.9,7.2,156.3
30,Deer Lodge,Montana,MT,8948,59.8,27.9,76.8,24.8,33.6,25.7,6.9,184.7
30,Fergus,Montana,MT,11551,65.4,23.5,74.1,24,22.5,16.2,6.5,128
30,Hill,Montana,MT,16304,54.9,22.5,76.7,24.3,25.7,26.2,6.2,185.9
30,Jefferson,Montana,MT,11170,76.9,18.1,80.1,15.3,21.8,21.7,5.4,166.6
30,Lake,Montana,MT,28297,59.8,22.3,75.8,20.8,24.3,23.6,5.6,141.8
30,Lewis and Clark,Montana,MT,58449,64.3,19.5,78.6,20.5,21.1,18.3,5.7,109.9
30,Lincoln,Montana,MT,19193,77.9,24.2,79.7,22.3,29,27.3,6.8,179.6
30,Musselshell,Montana,MT,4497,60.4,26.9,80.7,16.1,17.5,17.2,3.2,197.3
30,Richland,Montana,MT,9096,58.1,27.2,76.4,21.6,29.1,18.9,7.9,262
30,Rosebud,Montana,MT,9212,59.1,26.9,79.5,30.9,24.6,22.3,7.4,160.3
30,Sanders,Montana,MT,11057,61,26.3,75.7,21,19.9,19.3,8.7,193.9
30,Silver Bow,Montana,MT,32982,67,23.9,78.9,16.9,28.7,21.7,4.8,180.7
30,Stillwater,Montana,MT,8493,74.6,31.7,79.1,18.8,23.1,22.1,5.5,139.8
30,Teton,Montana,MT,6240,62.9,23.7,79.2,19.8,27.3,16.4,4,166.7
30,Valley,Montana,MT,7143,42.3,29.1,72.3,21.9,25.1,21.2,7.1,136.1
30,Yellowstone,Montana,MT,136691,59.2,21.8,78.9,21.4,25.2,21.1,5.5,114.1
31,Adams,Nebraska,NE,33070,50.4,22.7,81,24.4,27.4,21,5.5,111.6
31,Box Butte,Nebraska,NE,11374,50.1,22.7,80.3,28.1,21,27.8,5.8,232.1
31,Buffalo,Nebraska,NE,43572,60.9,23.1,82.1,24.8,21,20.4,4.3,103.7
31,Cass,Nebraska,NE,25734,63.7,25.1,84.2,26.6,23.2,24,7.5,151.1
31,Cheyenne,Nebraska,NE,9993,55.7,25.5,85.5,19.4,27.7,23.7,7.5,173.7
31,Clay,Nebraska,NE,6733,52.6,22.9,77.9,24.7,18.8,19.3,5.9,149.4
31,Custer,Nebraska,NE,11410,57.6,26.9,85.4,25.7,25.1,15.4,6.8,196
31,Dakota,Nebraska,NE,20349,78.2,37.3,84.3,26,22.7,28.4,8.8,185.2
31,Dawes,Nebraska,NE,8636,54.4,17.5,84,19.5,20.5,14.7,8.3,173.3
31,Dawson,Nebraska,NE,24617,51.5,27.5,80.6,23,21.4,24.4,5.9,134.8
31,Dodge,Nebraska,NE,36078,71.5,26.6,79,25.3,28.1,23.4,6.8,113.9
31,Douglas,Nebraska,NE,486929,56.9,22,82,22.2,21.5,22.8,6.1,123.1
31,Gage,Nebraska,NE,23306,54.6,26,84.3,25.8,27.6,22.7,7.7,129.3
31,Hall,Nebraska,NE,55104,56.3,27.5,82.9,24.8,23.6,22.3,6.3,100.1
31,Hamilton,Nebraska,NE,9568,43.8,29.5,77.7,27,23.3,16.5,6,120.4
31,Holt,Nebraska,NE,10784,50,30.8,83.2,24.4,19.6,17.1,5,120.3
31,Jefferson,Nebraska,NE,7925,44.9,33.2,81.2,24,21.6,19.9,7.4,137.3
31,Keith,Nebraska,NE,8330,46.6,26.2,75.3,23.6,24.5,22.6,7.7,182.4
31,Lancaster,Nebraska,NE,264814,49.1,22.8,78.8,21.3,20.6,20.6,5.4,113.5
31,Lincoln,Nebraska,NE,35636,46,22.7,82.8,23.4,26.1,20.9,6.7,142.2
